brand,model_code,product_name,color,price_rm,imageURL,copilot_support,processor_name,processor_brand,processor_ghz,cpu_benchmark,ram_gb,ram_type,display_type,display_resolution,display_size_inch,display_refresh_rate_hz,gpu_model,gpu_brand,gpu_benchmark,ssd_gb,ssd_type,io_ports,network,bluetooth,power_supply,battery_capacity_wh,dimension_cm,weight_kg,bundle,microsoft_office,warranty,release_year,expansion_slots,os,,,,,,,,
Asus,"M5606W-AMX077WSM;
M5606W-AMX078WSM",Vivobook S16,Cool Silver; Neutral Black,5199,uploads/laptops/M5606W-AMX077WSM_image1.png; uploads/laptops/M5606W-AMX077WSM_image2.png; uploads/laptops/M5606W-AMX077WSM_image3.png; uploads/laptops/M5606W-AMX077WSM_image4.png; uploads/laptops/M5606W-AMX077WSM_image5.png; uploads/laptops/M5606W-AMX078WSM_image1.png; uploads/laptops/M5606W-AMX078WSM_image2.png; uploads/laptops/M5606W-AMX078WSM_image3.png; uploads/laptops/M5606W-AMX078WSM_image4.png; uploads/laptops/M5606W-AMX078WSM_image5.png,1,AMD Ryzen AI 9 365 Processor,AMD,2,29882,24,LPDDR5X,OLED,3200*2000,16,60,Radeon 880M,AMD,7703,512,M.2 NVMe PCIe 4.0,1x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",75,35.36*2469*1.39~1.59,1.5,-,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,"S5606M-AMX176WSM;
S5606M-AMX178WSM",Vivobook S 16 OLED,Mist Blue; Neutral Black,4299,uploads/laptops/S5606M-AMX176WSM_image1.png; uploads/laptops/S5606M-AMX176WSM_image2.png; uploads/laptops/S5606M-AMX176WSM_image3.png; uploads/laptops/S5606M-AMX176WSM_image4.png; uploads/laptops/S5606M-AMX176WSM_image5.png; uploads/laptops/S5606M-AMX178WSM_image1.png; uploads/laptops/S5606M-AMX178WSM_image2.png; uploads/laptops/S5606M-AMX178WSM_image3.png; uploads/laptops/S5606M-AMX178WSM_image4.png; uploads/laptops/S5606M-AMX178WSM_image5.png,0,Intel® Core Ultra 5 Processor 125H,Intel,1.2,20835,16,LPDDR5X,OLED,3200*2000,16,60,Intel Arc,Intel,5506,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",75,35.36*24.69*1.39~1.59,1.5,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,S5406S-AQD238WS,Vivobook S 14,Mist Blue,5499,uploads/laptops/S5406S-AQD238WS_image1.png; uploads/laptops/S5406S-AQD238WS_image2.png; uploads/laptops/S5406S-AQD238WS_image3.png; uploads/laptops/ S5406S-AQD238WS_image4.png; uploads/laptops/ S5406S-AQD238WS_image5.png,1,Intel® Core Ultra 7 Processor 258V 32GB,Intel,2.2,19046,32,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,1000,M.2 NVMe PCIe 4.0, 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 7(802.11be) (Triple band) 2*2,5.4,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",75,31.52*24.69*1.39~1.59,1.3,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,"M5406W-AQD087WSM;
M5406W-AQD088WSM",Vivobook S14,Neutral Black; Cool Silver,4999,uploads/laptops/M5406W-AQD087WSM_image1.png; uploads/laptops/M5406W-AQD087WSM_image2.png; uploads/laptops/M5406W-AQD087WSM_image3.png; uploads/laptops/M5406W-AQD087WSM_image4.png; uploads/laptops/M5406W-AQD087WSM_image5.png; uploads/laptops/M5406W-AQD088WSM_image1.png; uploads/laptops/M5406W-AQD088WSM_image2.png; uploads/laptops/M5406W-AQD088WSM_image3.png; uploads/laptops/M5406W-AQD088WSM_image4.png; uploads/laptops/M5406W-AQD088WSM_image5.png,1,AMD Ryzen AI 9 365 Processor,AMD,2,29882,24,LPDDR5X,OLED,1920*1200,14,60,Radeon 880M,AMD,7703,512,M.2 NVMe PCIe 4.0,1x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",75,31.52*22.34*1.59~1.79,1.3,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,S5406M-AQD226WSM; S5406M-AQD228WSM,Vivobook S14 OLED, Neutral Black; Mist Blue,4599,uploads/laptops/S5406M-AQD226WSM_image1.png; uploads/laptops/S5406M-AQD226WSM_image2.png; uploads/laptops/S5406M-AQD226WSM_image3.png; uploads/laptops/S5406M-AQD226WSM_image4.png; uploads/laptops/S5406M-AQD226WSM_image5.png; uploads/laptops/S5406M-AQD228WSM_image1.png; uploads/laptops/S5406M-AQD228WSM_image2.png; uploads/laptops/S5406M-AQD228WSM_image3.png; uploads/laptops/S5406M-AQD228WSM_image4.png; uploads/laptops/S5406M-AQD228WSM_image5.png,0,Intel® Core Ultra 7 Processor 155H,Intel,1.4,24823,16,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",75,31.05*22.19*1.39~1.59,1.3,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,S5406S-AQD138WS,Vivobook S14,Mist Blue,4599,uploads/laptops/S5406S-AQD138WS_image1.png; uploads/laptops/S5406S-AQD138WS_image2.png; uploads/laptops/S5406S-AQD138WS_image3.png; uploads/laptops/S5406S-AQD138WS_image4.png; uploads/laptops/S5406S-AQD138WS_image5.png,1,Intel® Core Ultra 5 Processor 226V 16GB,Intel,2.1,18457,16,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 7(802.11be) (Triple band) 2*2,5.4,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",75,31.05*22.19*1.39~1.59,1.3,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,S5406M-AQD126WSM; S5406M-AQD128WSM,Vivobook S14 OLED, Neutral Black; Blue,3999,uploads/laptops/S5406M-AQD126WSM_image1.png; uploads/laptops/S5406M-AQD126WSM_image2.png; uploads/laptops/S5406M-AQD126WSM_image3.png; uploads/laptops/S5406M-AQD126WSM_image4.png; uploads/laptops/S5406M-AQD126WSM_image5.png; uploads/laptops/S5406M-AQD128WSM_image1.png; uploads/laptops/S5406M-AQD128WSM_image2.png; uploads/laptops/S5406M-AQD128WSM_image3.png; uploads/laptops/S5406M-AQD128WSM_image4.png; uploads/laptops/S5406M-AQD128WSM_image5.png,0,Intel® Core Ultra 5 Processor 125H,Intel,1.2,20835,16,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,512,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal",75,31.05*22.19*1.39~1.59,1.3,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,S3607V-ARP168WS; S3607V-ARP166WS,Vivobook S16,Cool Silver; Matte Gray,3199,uploads/laptops/S3607V-ARP168WS_image1.png; uploads/laptops/S3607V-ARP168WS_image2.png; uploads/laptops/S3607V-ARP168WS_image3.png; uploads/laptops/S3607V-ARP168WS_image4.png; uploads/laptops/S3607V-ARP168WS_image5.png; uploads/laptops/S3607V-ARP166WS_image1.png; uploads/laptops/S3607V-ARP166WS_image2.png; uploads/laptops/S3607V-ARP166WS_image3.png; uploads/laptops/S3607V-ARP166WS_image4.png; uploads/laptops/S3607V-ARP166WS_image5.png,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR5,OLED,1920*1200,16,60,Intel UHD,Intel,1503,1000,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,35.70*25.06*1.59~1.87,1.8,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x DDR5 SO-DIMM slot; 1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,S3407C-ALY136WS; S3407C-ALY138WS,Vivobook S14,Cool Silver; Matte Gray,4099,uploads/laptops/S3407C-ALY136WS_image1.png; uploads/laptops/S3407C-ALY136WS_image2.png; uploads/laptops/S3407C-ALY136WS_image3.png; uploads/laptops/S3407C-ALY136WS_image4.png; uploads/laptops/S3407C-ALY136WS_image5.png; uploads/laptops/S3407C-ALY138WS_image1.png; uploads/laptops/S3407C-ALY138WS_image2.png; uploads/laptops/S3407C-ALY138WS_image3.png; uploads/laptops/S3407C-ALY138WS_image4.png; uploads/laptops/S3407C-ALY138WS_image5.png,0,Intel® Core Ultra 7  255H Processor,Intel,2,30827,16,DDR5,OLED,1920*1200,14,60,Intel Arc,Intel,5506,1000,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.52*22.34*1.59~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x DDR5 SO-DIMM slot; 1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,M3407K-ASF156WS; M3407K-ASF158WS,Vivobook S14,Cool Silver; Matte Gray,3999,uploads/laptops/M3407K-ASF156WS_image1.png; uploads/laptops/M3407K-ASF156WS_image2.png; uploads/laptops/M3407K-ASF156WS_image3.png; uploads/laptops/M3407K-ASF156WS_image4.png; uploads/laptops/M3407K-ASF156WS_image5.png; uploads/laptops/M3407K-ASF158WS_image1.png; uploads/laptops/M3407K-ASF158WS_image2.png; uploads/laptops/M3407K-ASF158WS_image3.png; uploads/laptops/M3407K-ASF158WS_image4.png; uploads/laptops/M3407K-ASF158WS_image5.png,1,AMD Ryzen AI 7 350 Processor,AMD,2,24526,16,DDR5,OLED,1920*1200,14,60,Radeon Graphics,AMD,-,1000,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.52*22.34*1.59~1.96,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x DDR5 SO-DIMM slot; 1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,S3407V-ARP266WS; S3407V-ARP268WS,Vivobook S14,Cool Silver; Matte Gray,3299,uploads/laptops/S3407V-ARP266WS_image1.png; uploads/laptops/S3407V-ARP266WS_image2.png; uploads/laptops/S3407V-ARP266WS_image3.png; uploads/laptops/S3407V-ARP266WS_image4.png; uploads/laptops/S3407V-ARP266WS_image5.png; uploads/laptops/S3407V-ARP268WS_image1.png; uploads/laptops/S3407V-ARP268WS_image2.png; uploads/laptops/S3407V-ARP268WS_image3.png; uploads/laptops/S3407V-ARP268WS_image4.png; uploads/laptops/S3407V-ARP268WS_image5.png,0,Intel® Core 5 Processor 210H,Intel,2.2,18904,16,DDR5,LCD,1920*1200,14,60,Intel UHD,Intel,1503,1000,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.52*22.34*1.59~1.79,1.4,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,-,Windows 11 Home,,,,,,,,
Asus,S3407V-ALY066WS; S3407V-ALY068WS,Vivobook S14,Cool Silver; Matte Gray,3199,uploads/laptops/S3407V-ALY066WS_image1.png; uploads/laptops/S3407V-ALY066WS_image2.png; uploads/laptops/S3407V-ALY066WS_image3.png; uploads/laptops/S3407V-ALY066WS_image4.png; uploads/laptops/S3407V-ALY066WS_image5.png; uploads/laptops/S3407V-ALY068WS_image1.png; uploads/laptops/S3407V-ALY068WS_image2.png; uploads/laptops/S3407V-ALY068WS_image3.png; uploads/laptops/S3407V-ALY068WS_image4.png; uploads/laptops/S3407V-ALY068WS_image5.png,0,Intel® Core i5-13420H Processor,Intel,2.1,17363,16,DDR5,LCD,1920*1200,14,60,Intel UHD,Intel,1503,1000,M.2 NVMe PCIe 4.0,2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-C with support for display / power delivery (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack,Wi-Fi 6(802.11ax) (Dual band) 2*2,5.3,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.52*22.34*1.59~1.79,1.39,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
Asus,TP3607S-ARJ128WS,Vivobook 16 Flip,Matte Gray,6099,uploads/laptops/ TP3607S-ARJ128WS_image1.png; uploads/laptops/TP3607S-ARJ128WS_image2.png; uploads/laptops/ TP3607S-ARJ128WS_image3.png; uploads/laptops/ TP3607S-ARJ128WS_image4.png; uploads/laptops/ TP3607S-ARJ128WS_image5.png,1, Intel® Core Ultra 7 Processor 258V 32GB,Intel,2.2,19046,32,LPDDR5X,OLED,1920*1200,16,60,Intel Arc,Intel,5506,1000,M.2 NVMe PCIe 4.0,1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 20Gbps); 1x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 7(802.11be) (Triple band) 2*2,5.4,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",75,35.50*24.43*1.69~1.74,1.76,Stylus (ASUS Pen SA203H-MPP2.0 support); Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,1x M.2 2280 PCIe 4.0x4,Windows 11 Home,,,,,,,,
Asus,TP3407S-AQL028WS,Vivobook 14 Flip,Matte Gray,5999,uploads/laptops/ TP3407S-AQL028WS_image1.png; uploads/laptops/ TP3407S-AQL028WS_image2.png; uploads/laptops/TP3407S-AQL028WS_image3.png; uploads/laptops/ TP3407S-AQL028WS_image4.png; uploads/laptops/ TP3407S-AQL028WS_image5.png; uploads/laptops/ TP3407S-AQL028WS_image6.png; uploads/laptops/ TP3407S-AQL028WS_image7.png; uploads/laptops/ TP3407S-AQL028WS_image8.png; ,1, Intel® Core Ultra 7 Processor 258V 32GB,Intel,2.2,19046,32,LPDDR5X,OLED,1920*1200,14,60,Intel Arc,Intel,5506,1000,M.2 NVMe PCIe 4.0,1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 20Gbps); 1x Thunderbolt 4 with support for display / power delivery (data speed up to 40Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; Micro SD card reader,Wi-Fi 7(802.11be) (Triple band) 2*2,5.4,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",70,31.26*22.09*1.69~171,1.57,Stylus (ASUS Pen SA203H-MPP2.0 support); Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2025,,Windows 11 Home,,,,,,,,
Asus,TN3402Y-AKN206WSM; TN3402Y-AKN216WSM,Vivobook S14 Flip OLED, Cool Silver; Quiet Blue,4199,uploads/laptops/TN3402Y-AKN206WSM_image1.png; uploads/laptops/TN3402Y-AKN206WSM_image2.png; uploads/laptops/TN3402Y-AKN206WSM_image3.png; uploads/laptops/TN3402Y-AKN206WSM_image4.png; uploads/laptops/TN3402Y-AKN206WSM_image5.png; uploads/laptops/TN3402Y-AKN216WSM_image1.png; uploads/laptops/TN3402Y-AKN216WSM_image2.png; uploads/laptops/TN3402Y-AKN216WSM_image3.png; uploads/laptops/TN3402Y-AKN216WSM_image4.png; uploads/laptops/TN3402Y-AKN216WSM_image5.png,0, AMD Ryzen 7 7730U Processor,AMD,2,17906,16,DDR4,OLED,2880*1800,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3," ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",70,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support); USB-A to RJ45 gigabit ethernet adapter,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus, TP3402V-ALZ636WS,Vivobook S14 Flip,Quiet Blue,3599,uploads/laptops/ TP3402V-ALZ636WS_image1.png; uploads/laptops/ TP3402V-ALZ636WS_image2.png; uploads/laptops/ TP3402V-ALZ636WS_image3.png; uploads/laptops/ TP3402V-ALZ636WS_image4.png; uploads/laptops/ TP3402V-ALZ636WS_image5.png,0,Intel® Core i5-13420H Processor ,Intel,2.1,17363,16,DDR4,LCD,1920*1200,14,60,Intel UHD,Intel,1503,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal",50,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support),Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus,TN3402Y-ALZ309WSM; TN3402Y-ALZ319WSM,Vivobook S14 Flip,Cool Silver; Quiet Blue,3499,uploads/laptops/TN3402Y-ALZ309WSM_image1.png; uploads/laptops/TN3402Y-ALZ309WSM_image2.png; uploads/laptops/TN3402Y-ALZ309WSM_image3.png; uploads/laptops/TN3402Y-ALZ309WSM_image4.png; uploads/laptops/TN3402Y-ALZ309WSM_image5.png; uploads/laptops/TN3402Y-ALZ319WSM_image1.png; uploads/laptops/TN3402Y-ALZ319WSM_image2.png; uploads/laptops/TN3402Y-ALZ319WSM_image3.png; uploads/laptops/TN3402Y-ALZ319WSM_image4.png; uploads/laptops/TN3402Y-ALZ319WSM_image5.png,0,AMD Ryzen 5 7430U Processor,AMD,2.3,16330,16,DDR4,LCD,1920*1200,14,60,Radeon Graphics,AMD,-,512,M.2 NVMe PCIe 3.0,"1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps); 1x USB 3.2 Gen 2 Type-C with support for display / 
power delivery (data speed up to 10Gbps); 1x HDMI 2.1 TMDS; 1x 3.5mm Combo Audio Jack; 1x DC-in",Wi-Fi 6E(802.11ax) (Triple band) 2*2,5.3,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",50,31.32*22.76*1.89~1.89,1.5,Backpack; Stylus (ASUS Pen SA200H-MPP1.51 support); USB-A to RJ45 gigabit ethernet adapter,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,,Windows 11 Home,,,,,,,,
Asus,A1704V-AAU012WSM,Vivobook 17,Quiet Blue,3999,uploads/laptops/A1704V-AAU012WSM_image1.png; uploads/laptops/A1704V-AAU012WSM_image2.png; uploads/laptops/A1704V-AAU012WSM_image3.png; uploads/laptops/A1704V-AAU012WSM_image4.png; uploads/laptops/A1704V-AAU012WSM_image5.png,0,Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1080,17.3,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2," ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",50,39.93*25.43*1.99~1.99,2.1,Carry Bag,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2023,-,Windows 11 Home,,,,,,,,
Apple,MBPro14-Black,Macbook Pro 14-inch,Space Black; Silver,6999,uploads/laptops/MBPro14-Black_image1.png; uploads/laptops/MBPro14-Black_image2.png; uploads/laptops/MBPro14-Black_image3.png; uploads/laptops/MBPro14-Black_image4.png; uploads/laptops/MBPro14-Black_image5.png;,0,"M5 (10-core CPU, 10-core GPU, 16-core Neural Engine)",Apple,-,29115,16,LPDDR5,Liquid Retina XDR,3024*1964,14.2,120,-,-,-,512,Proprietary  SSD,"SDXC card slot; HDMI port; 3.5mm headphone jack; MagSafe 3 port; Three Thunderbolt 4 (USB-C) ports with support for: Charging, DisplayPort, Thunderbolt 4 (up to 40Gb/s), USB 4 (up to 40Gb/s)",Wi-Fi 6E (802.11ax),5.3,70W USB-C Power Adapter with USB-C to MagSafe 3 Cable,72.4,31.26*22.12*1.55,1.55,-,-,90 days Complimentary Technical Support & 1 Year Limited Warranty,2025,-,macOS,,,,,,,,
Asus,"A1605V-APB045WMS;
A1605V-APB046WSM",Vivobook 16, Cool Silver,3999,uploads/laptops/A1605V-APB045WMS_image1.png; uploads/laptops/A1605V-APB045WMS_image2.png; uploads/laptops/A1605V-APB045WMS_image3.png; uploads/laptops/A1605V-APB045WMS_image4.png; uploads/laptops/A1605V-APB045WMS_image5.png; uploads/laptops/A1605V-APB046WSM_image1.png; uploads/laptops/A1605V-APB046WSM_image2.png; uploads/laptops/A1605V-APB046WSM_image3.png; uploads/laptops/A1605V-APB046WSM_image4.png; uploads/laptops/A1605V-APB046WSM_image5.png,0, Intel® Core 7 Processor 150U,Intel,1.8,15041,16,DDR4,LCD,1920*1200,16,60,Intel Graphics,Intel,3172,1000,M.2 NVMe PCIe 4.0,1x USB 2.0 Type-A (data speed up to 480Mbps); 1x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps); 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps); 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x DC-in,Wi-Fi 6(802.11ax) (Dual band) 1*1,5.2,"ø4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal",42,35.87*24.95*1.99~1.99,1.88,Backpack,Microsoft Office Home & Student  2024 + Microsoft 365 Basic,2-year Global with 1st year Perfect Warranty,2024,-,Windows 11 Home,,,,,,,,
